Order_ID,Order_Date,Year,Quarter,Customer_Name,Customer_Segment,State,Region,Category,Product_Name,Quantity,Unit_Price,Revenue,Cost,Profit,Status
ORD-1360,30-10-2025,2025,Q4,Horizon Global Tech,Enterprise,California,West,Hardware,"ProBook Ultra 16"" Laptop",4,1850,7400,5200,2200,Completed
ORD-1361,30-10-2025,2025,Q4,Pulse Marketing,Mid-Market,Texas,South,Hardware,"34"" Curved 4K Monitor",5,750,3750,2400,1350,Completed
ORD-1362,06-11-2025,2025,Q4,Elevate Retail Group,Enterprise,Texas,South,Software,Enterprise Analytics Cloud,6,2400,14400,3600,10800,Completed
ORD-1363,11-11-2025,2025,Q4,Kinetic Energy Corp,Enterprise,North Carolina,East,Software,Cloud Security Pro,2,120,240,50,190,Completed
ORD-1364,14-11-2025,2025,Q4,Horizon Global Tech,Enterprise,Texas,South,Software,Enterprise Analytics Cloud,3,2400,7200,1800,5400,Completed
ORD-1365,17-11-2025,2025,Q4,Zenith Cloud Corp,Enterprise,Florida,South,Software,Cloud Security Pro,10,120,1200,250,950,Cancelled
ORD-1366,19-11-2025,2025,Q4,Nexa Logistics,Mid-Market,New York,East,Software,Cloud Security Pro,5,120,600,125,475,Completed
ORD-1367,23-11-2025,2025,Q4,Synergize Partners,SMB,California,West,Accessories,Precision Ergonomic Mouse,5,65,325,140,185,Completed
ORD-1368,24-11-2025,2025,Q4,Vanguard Legal,Enterprise,Washington,West,Software,Cloud Security Pro,5,120,600,125,475,Completed
ORD-1369,26-11-2025,2025,Q4,Nova Dynamics,Mid-Market,California,West,Hardware,"ProBook Ultra 16"" Laptop",3,1850,5550,3900,1650,Completed
ORD-1370,30-11-2025,2025,Q4,Vanguard Legal,Enterprise,California,West,Office Gear,ErgoMax Standing Desk,3,650,1950,1080,870,Completed
ORD-1371,03-12-2025,2025,Q4,Zenith Cloud Corp,Enterprise,Georgia,South,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1372,04-12-2025,2025,Q4,Horizon Global Tech,Enterprise,Illinois,Central,Office Gear,Premium Mesh Ergo Chair,3,420,1260,690,570,Completed
ORD-1373,07-12-2025,2025,Q4,Horizon Global Tech,Enterprise,Washington,West,Hardware,"ProBook Ultra 16"" Laptop",1,1850,1850,1300,550,Completed
ORD-1374,07-12-2025,2025,Q4,Matrix Robotics,Mid-Market,Washington,West,Office Gear,Premium Mesh Ergo Chair,5,420,2100,1150,950,Completed
ORD-1375,10-12-2025,2025,Q4,Studio Core Media,Mid-Market,Florida,South,Accessories,Wireless Noise-Cancelling Headset,7,180,1260,560,700,Completed
ORD-1376,10-12-2025,2025,Q4,Nexa Logistics,Mid-Market,New York,East,Software,Cloud Security Pro,8,120,960,200,760,Completed
ORD-1377,10-12-2025,2025,Q4,Omnia Consulting,SMB,Washington,West,Hardware,"ProBook Ultra 16"" Laptop",1,1850,1850,1300,550,Completed
ORD-1378,11-12-2025,2025,Q4,Elevate Retail Group,Enterprise,Massachusetts,East,Software,Cloud Security Pro,10,120,1200,250,950,Completed
ORD-1379,12-12-2025,2025,Q4,Vertex Architecture,SMB,Washington,West,Office Gear,Premium Mesh Ergo Chair,5,420,2100,1150,950,Completed
ORD-1380,14-12-2025,2025,Q4,Alpha BioLabs,SMB,New York,East,Software,Cloud Security Pro,3,120,360,75,285,Completed
ORD-1381,16-12-2025,2025,Q4,Kinetic Energy Corp,Enterprise,California,West,Software,Team Productivity Suite,9,450,4050,810,3240,Completed
ORD-1382,17-12-2025,2025,Q4,Apex Innovations Ltd,Enterprise,California,West,Software,Cloud Security Pro,10,120,1200,250,950,Completed
ORD-1383,18-12-2025,2025,Q4,Matrix Robotics,Mid-Market,Massachusetts,East,Software,Cloud Security Pro,7,120,840,175,665,Completed
ORD-1384,18-12-2025,2025,Q4,Elevate Retail Group,Enterprise,Illinois,Central,Software,Cloud Security Pro,3,120,360,75,285,Completed
ORD-1385,19-12-2025,2025,Q4,Horizon Global Tech,Enterprise,California,West,Hardware,Thunderbolt 4 Quad Dock,11,280,3080,1760,1320,Completed
ORD-1386,24-12-2025,2025,Q4,Elevate Retail Group,Enterprise,New York,East,Hardware,"34"" Curved 4K Monitor",9,750,6750,4320,2430,Completed
ORD-1387,25-12-2025,2025,Q4,Vanguard Legal,Enterprise,New York,East,Software,Cloud Security Pro,6,120,720,150,570,Completed
ORD-1388,25-12-2025,2025,Q4,Elevate Retail Group,Enterprise,New York,East,Hardware,"34"" Curved 4K Monitor",8,750,6000,3840,2160,Completed
ORD-1389,25-12-2025,2025,Q4,Nexa Logistics,Mid-Market,New York,East,Accessories,Wireless Noise-Cancelling Headset,5,180,900,400,500,Completed
ORD-1390,26-12-2025,2025,Q4,Alpha BioLabs,SMB,Massachusetts,East,Accessories,Wireless Noise-Cancelling Headset,4,180,720,320,400,Completed
ORD-1391,29-12-2025,2025,Q4,Quantum Digital,SMB,Massachusetts,East,Hardware,Thunderbolt 4 Quad Dock,4,280,1120,640,480,Completed
ORD-1392,29-12-2025,2025,Q4,Apex Innovations Ltd,Enterprise,Texas,South,Hardware,"34"" Curved 4K Monitor",7,750,5250,3360,1890,Completed
ORD-1393,31-12-2025,2025,Q4,Matrix Robotics,Mid-Market,Illinois,Central,Hardware,Thunderbolt 4 Quad Dock,2,280,560,320,240,Completed
ORD-1394,31-12-2025,2025,Q4,Nova Dynamics,Mid-Market,North Carolina,East,Hardware,Thunderbolt 4 Quad Dock,7,280,1960,1120,840,Completed
ORD-1395,01-01-2026,2026,Q1,Kinetic Energy Corp,Enterprise,Washington,West,Software,Team Productivity Suite,7,450,3150,630,2520,Completed
ORD-1396,02-01-2026,2026,Q1,Elevate Retail Group,Enterprise,Illinois,Central,Software,Enterprise Analytics Cloud,2,2400,4800,1200,3600,Completed
ORD-1397,04-01-2026,2026,Q1,Horizon Global Tech,Enterprise,New York,East,Hardware,"34"" Curved 4K Monitor",5,750,3750,2400,1350,Completed
ORD-1398,07-01-2026,2026,Q1,Zenith Cloud Corp,Enterprise,Illinois,Central,Software,Team Productivity Suite,12,450,5400,1080,4320,Completed
ORD-1399,09-01-2026,2026,Q1,BlueWave Systems,Mid-Market,California,West,Software,Enterprise Analytics Cloud,4,2400,9600,2400,7200,Completed
ORD-1400,10-01-2026,2026,Q1,Zenith Cloud Corp,Enterprise,Texas,South,Hardware,Thunderbolt 4 Quad Dock,9,280,2520,1440,1080,Completed
ORD-1401,16-01-2026,2026,Q1,Kinetic Energy Corp,Enterprise,Texas,South,Software,Enterprise Analytics Cloud,6,2400,14400,3600,10800,Completed
ORD-1402,23-01-2026,2026,Q1,CloudScale Inc,SMB,California,West,Hardware,"ProBook Ultra 16"" Laptop",1,1850,1850,1300,550,Completed
ORD-1403,23-01-2026,2026,Q1,Matrix Robotics,Mid-Market,Texas,South,Hardware,"ProBook Ultra 16"" Laptop",3,1850,5550,3900,1650,Completed
ORD-1404,23-01-2026,2026,Q1,Nova Dynamics,Mid-Market,Washington,West,Hardware,"34"" Curved 4K Monitor",4,750,3000,1920,1080,Completed
ORD-1405,26-01-2026,2026,Q1,Pulse Marketing,Mid-Market,Texas,South,Hardware,"ProBook Ultra 16"" Laptop",3,1850,5550,3900,1650,Completed
ORD-1406,29-01-2026,2026,Q1,Quantum Digital,SMB,Florida,South,Office Gear,Premium Mesh Ergo Chair,1,420,420,230,190,Completed
ORD-1407,31-01-2026,2026,Q1,Horizon Global Tech,Enterprise,California,West,Hardware,"ProBook Ultra 16"" Laptop",4,1850,7400,5200,2200,Completed
ORD-1408,04-02-2026,2026,Q1,Studio Core Media,Mid-Market,New York,East,Office Gear,Premium Mesh Ergo Chair,6,420,2520,1380,1140,Completed
ORD-1409,06-02-2026,2026,Q1,Zenith Cloud Corp,Enterprise,Florida,South,Software,Team Productivity Suite,4,450,1800,360,1440,Completed
ORD-1410,06-02-2026,2026,Q1,Pulse Marketing,Mid-Market,Washington,West,Hardware,"34"" Curved 4K Monitor",2,750,1500,960,540,Completed
ORD-1411,07-02-2026,2026,Q1,Omnia Consulting,SMB,California,West,Office Gear,Heavy-Duty Dual Monitor Arm,1,145,145,75,70,Completed
ORD-1412,09-02-2026,2026,Q1,Nexa Logistics,Mid-Market,California,West,Software,Team Productivity Suite,3,450,1350,270,1080,Completed
ORD-1413,09-02-2026,2026,Q1,Matrix Robotics,Mid-Market,California,West,Software,Cloud Security Pro,7,120,840,175,665,Completed
ORD-1414,13-02-2026,2026,Q1,Apex Innovations Ltd,Enterprise,Colorado,West,Software,Enterprise Analytics Cloud,5,2400,12000,3000,9000,Completed
ORD-1415,14-02-2026,2026,Q1,Vanguard Legal,Enterprise,Illinois,Central,Office Gear,ErgoMax Standing Desk,12,650,7800,4320,3480,Completed
ORD-1416,17-02-2026,2026,Q1,Quantum Digital,SMB,California,West,Software,Cloud Security Pro,3,120,360,75,285,Completed
ORD-1417,19-02-2026,2026,Q1,Kinetic Energy Corp,Enterprise,Texas,South,Office Gear,Premium Mesh Ergo Chair,3,420,1260,690,570,Completed
ORD-1418,21-02-2026,2026,Q1,Vanguard Legal,Enterprise,Florida,South,Software,Team Productivity Suite,3,450,1350,270,1080,Completed
ORD-1419,21-02-2026,2026,Q1,CloudScale Inc,SMB,Washington,West,Software,Cloud Security Pro,1,120,120,25,95,Completed
ORD-1420,21-02-2026,2026,Q1,Zenith Cloud Corp,Enterprise,Washington,West,Hardware,"ProBook Ultra 16"" Laptop",1,1850,1850,1300,550,Completed
ORD-1421,23-02-2026,2026,Q1,Matrix Robotics,Mid-Market,New York,East,Accessories,Wireless Noise-Cancelling Headset,3,180,540,240,300,Completed
ORD-1422,25-02-2026,2026,Q1,Nova Dynamics,Mid-Market,Texas,South,Software,Team Productivity Suite,7,450,3150,630,2520,Completed
ORD-1423,25-02-2026,2026,Q1,Kinetic Energy Corp,Enterprise,California,West,Office Gear,ErgoMax Standing Desk,7,650,4550,2520,2030,Completed
ORD-1424,26-02-2026,2026,Q1,Studio Core Media,Mid-Market,California,West,Hardware,"34"" Curved 4K Monitor",7,750,5250,3360,1890,Completed
ORD-1425,27-02-2026,2026,Q1,Elevate Retail Group,Enterprise,Illinois,Central,Office Gear,ErgoMax Standing Desk,11,650,7150,3960,3190,Completed
ORD-1426,28-02-2026,2026,Q1,Horizon Global Tech,Enterprise,Washington,West,Software,Enterprise Analytics Cloud,3,2400,7200,1800,5400,Completed
ORD-1427,04-03-2026,2026,Q1,Nexa Logistics,Mid-Market,New York,East,Software,Enterprise Analytics Cloud,3,2400,7200,1800,5400,Completed
ORD-1428,04-03-2026,2026,Q1,Nova Dynamics,Mid-Market,Washington,West,Hardware,"ProBook Ultra 16"" Laptop",3,1850,5550,3900,1650,Completed
ORD-1429,05-03-2026,2026,Q1,Apex Innovations Ltd,Enterprise,Florida,South,Office Gear,Heavy-Duty Dual Monitor Arm,8,145,1160,600,560,Completed
ORD-1430,08-03-2026,2026,Q1,Kinetic Energy Corp,Enterprise,Florida,South,Hardware,"34"" Curved 4K Monitor",3,750,2250,1440,810,Completed
ORD-1431,11-03-2026,2026,Q1,Pulse Marketing,Mid-Market,Georgia,South,Hardware,"34"" Curved 4K Monitor",3,750,2250,1440,810,Completed
ORD-1432,14-03-2026,2026,Q1,Kinetic Energy Corp,Enterprise,Texas,South,Software,Enterprise Analytics Cloud,3,2400,7200,1800,5400,Completed
ORD-1433,15-03-2026,2026,Q1,Synergize Partners,SMB,Washington,West,Office Gear,Heavy-Duty Dual Monitor Arm,1,145,145,75,70,Completed
ORD-1434,16-03-2026,2026,Q1,Quantum Digital,SMB,New York,East,Office Gear,ErgoMax Standing Desk,4,650,2600,1440,1160,Completed
ORD-1435,16-03-2026,2026,Q1,Apex Innovations Ltd,Enterprise,Colorado,West,Software,Enterprise Analytics Cloud,5,2400,12000,3000,9000,Completed
ORD-1436,20-03-2026,2026,Q1,Vertex Architecture,SMB,Florida,South,Accessories,Wireless Noise-Cancelling Headset,3,180,540,240,300,Completed
ORD-1437,21-03-2026,2026,Q1,Alpha BioLabs,SMB,Texas,South,Office Gear,ErgoMax Standing Desk,4,650,2600,1440,1160,Completed
ORD-1438,23-03-2026,2026,Q1,Horizon Global Tech,Enterprise,New York,East,Hardware,"ProBook Ultra 16"" Laptop",6,1850,11100,7800,3300,Completed
ORD-1439,28-03-2026,2026,Q1,Zenith Cloud Corp,Enterprise,New York,East,Hardware,"34"" Curved 4K Monitor",3,750,2250,1440,810,Completed
ORD-1440,28-03-2026,2026,Q1,Matrix Robotics,Mid-Market,Texas,South,Hardware,"ProBook Ultra 16"" Laptop",4,1850,7400,5200,2200,Completed
ORD-1441,28-03-2026,2026,Q1,Kinetic Energy Corp,Enterprise,Colorado,West,Software,Enterprise Analytics Cloud,6,2400,14400,3600,10800,Completed
ORD-1442,28-03-2026,2026,Q1,Omnia Consulting,SMB,Illinois,Central,Software,Cloud Security Pro,4,120,480,100,380,Completed
ORD-1443,30-03-2026,2026,Q1,CloudScale Inc,SMB,Florida,South,Office Gear,Heavy-Duty Dual Monitor Arm,5,145,725,375,350,Completed
ORD-1444,31-03-2026,2026,Q1,Matrix Robotics,Mid-Market,Washington,West,Hardware,"34"" Curved 4K Monitor",2,750,1500,960,540,Completed
ORD-1445,31-03-2026,2026,Q1,Vanguard Legal,Enterprise,North Carolina,East,Software,Enterprise Analytics Cloud,3,2400,7200,1800,5400,Completed
ORD-1446,06-04-2026,2026,Q2,Synergize Partners,SMB,Illinois,Central,Software,Team Productivity Suite,5,450,2250,450,1800,Completed
ORD-1447,08-04-2026,2026,Q2,Elevate Retail Group,Enterprise,New York,East,Hardware,Thunderbolt 4 Quad Dock,6,280,1680,960,720,Completed
ORD-1448,12-04-2026,2026,Q2,Horizon Global Tech,Enterprise,North Carolina,East,Software,Team Productivity Suite,2,450,900,180,720,Completed
ORD-1449,18-04-2026,2026,Q2,Apex Innovations Ltd,Enterprise,Georgia,South,Hardware,"ProBook Ultra 16"" Laptop",2,1850,3700,2600,1100,Completed
ORD-1450,18-04-2026,2026,Q2,Matrix Robotics,Mid-Market,Florida,South,Accessories,Mechanical Custom Keyboard,4,135,540,240,300,Completed
ORD-1451,19-04-2026,2026,Q2,CloudScale Inc,SMB,Texas,South,Office Gear,ErgoMax Standing Desk,5,650,3250,1800,1450,Completed
ORD-1452,24-04-2026,2026,Q2,Horizon Global Tech,Enterprise,North Carolina,East,Hardware,"34"" Curved 4K Monitor",10,750,7500,4800,2700,Completed
ORD-1453,24-04-2026,2026,Q2,Horizon Global Tech,Enterprise,Texas,South,Software,Team Productivity Suite,9,450,4050,810,3240,Completed
ORD-1454,02-05-2026,2026,Q2,Horizon Global Tech,Enterprise,California,West,Software,Enterprise Analytics Cloud,2,2400,4800,1200,3600,Completed
ORD-1455,04-05-2026,2026,Q2,Elevate Retail Group,Enterprise,New York,East,Software,Enterprise Analytics Cloud,4,2400,9600,2400,7200,Completed
ORD-1456,05-05-2026,2026,Q2,Elevate Retail Group,Enterprise,California,West,Software,Enterprise Analytics Cloud,2,2400,4800,1200,3600,Completed
ORD-1457,08-05-2026,2026,Q2,Apex Innovations Ltd,Enterprise,Illinois,Central,Office Gear,Heavy-Duty Dual Monitor Arm,7,145,1015,525,490,Completed
ORD-1458,11-05-2026,2026,Q2,Matrix Robotics,Mid-Market,Texas,South,Software,Team Productivity Suite,2,450,900,180,720,Completed
ORD-1459,13-05-2026,2026,Q2,Horizon Global Tech,Enterprise,Washington,West,Hardware,"34"" Curved 4K Monitor",5,750,3750,2400,1350,Completed
ORD-1460,15-05-2026,2026,Q2,Alpha BioLabs,SMB,New York,East,Hardware,"34"" Curved 4K Monitor",4,750,3000,1920,1080,Completed
ORD-1461,16-05-2026,2026,Q2,Elevate Retail Group,Enterprise,Georgia,South,Office Gear,ErgoMax Standing Desk,4,650,2600,1440,1160,Completed
ORD-1462,20-05-2026,2026,Q2,Apex Innovations Ltd,Enterprise,New York,East,Software,Team Productivity Suite,4,450,1800,360,1440,Completed
ORD-1463,24-05-2026,2026,Q2,Studio Core Media,Mid-Market,California,West,Software,Cloud Security Pro,7,120,840,175,665,Completed
ORD-1464,29-05-2026,2026,Q2,Vertex Architecture,SMB,Illinois,Central,Software,Cloud Security Pro,3,120,360,75,285,Completed
ORD-1465,03-06-2026,2026,Q2,Apex Innovations Ltd,Enterprise,California,West,Office Gear,Premium Mesh Ergo Chair,11,420,4620,2530,2090,Completed
ORD-1466,05-06-2026,2026,Q2,Quantum Digital,SMB,Texas,South,Office Gear,ErgoMax Standing Desk,4,650,2600,1440,1160,Completed
ORD-1467,13-06-2026,2026,Q2,Nexa Logistics,Mid-Market,Florida,South,Hardware,"34"" Curved 4K Monitor",6,750,4500,2880,1620,Completed
ORD-1468,19-06-2026,2026,Q2,Nexa Logistics,Mid-Market,Texas,South,Software,Enterprise Analytics Cloud,3,2400,7200,1800,5400,Completed
ORD-1469,20-06-2026,2026,Q2,Vanguard Legal,Enterprise,Texas,South,Hardware,"34"" Curved 4K Monitor",10,750,7500,4800,2700,Completed
ORD-1470,22-06-2026,2026,Q2,Horizon Global Tech,Enterprise,Massachusetts,East,Office Gear,Heavy-Duty Dual Monitor Arm,8,145,1160,600,560,Completed
ORD-1471,22-06-2026,2026,Q2,Studio Core Media,Mid-Market,New York,East,Hardware,"34"" Curved 4K Monitor",5,750,3750,2400,1350,Completed
ORD-1472,24-06-2026,2026,Q2,Pulse Marketing,Mid-Market,Texas,South,Software,Team Productivity Suite,5,450,2250,450,1800,Completed
ORD-1473,24-06-2026,2026,Q2,Vertex Architecture,SMB,Texas,South,Accessories,Mechanical Custom Keyboard,2,135,270,120,150,Completed
ORD-1474,25-06-2026,2026,Q2,Horizon Global Tech,Enterprise,Massachusetts,East,Office Gear,Premium Mesh Ergo Chair,8,420,3360,1840,1520,Completed
ORD-1475,28-06-2026,2026,Q2,Apex Innovations Ltd,Enterprise,Washington,West,Software,Enterprise Analytics Cloud,4,2400,9600,2400,7200,Completed
ORD-1476,28-06-2026,2026,Q2,Vertex Architecture,SMB,Massachusetts,East,Accessories,Wireless Noise-Cancelling Headset,5,180,900,400,500,Completed
ORD-1477,04-07-2026,2026,Q3,Vanguard Legal,Enterprise,California,West,Software,Team Productivity Suite,9,450,4050,810,3240,Completed
ORD-1478,05-07-2026,2026,Q3,Elevate Retail Group,Enterprise,Texas,South,Hardware,"ProBook Ultra 16"" Laptop",5,1850,9250,6500,2750,Completed
ORD-1479,06-07-2026,2026,Q3,Matrix Robotics,Mid-Market,Georgia,South,Hardware,Thunderbolt 4 Quad Dock,8,280,2240,1280,960,Completed
ORD-1480,13-07-2026,2026,Q3,Studio Core Media,Mid-Market,Texas,South,Hardware,"34"" Curved 4K Monitor",7,750,5250,3360,1890,Completed
ORD-1481,17-07-2026,2026,Q3,BlueWave Systems,Mid-Market,California,West,Software,Cloud Security Pro,2,120,240,50,190,Completed
ORD-1482,20-07-2026,2026,Q3,Alpha BioLabs,SMB,Florida,South,Software,Cloud Security Pro,5,120,600,125,475,Completed
ORD-1483,21-07-2026,2026,Q3,Kinetic Energy Corp,Enterprise,California,West,Software,Cloud Security Pro,7,120,840,175,665,Completed
ORD-1484,22-07-2026,2026,Q3,Nexa Logistics,Mid-Market,Florida,South,Software,Cloud Security Pro,2,120,240,50,190,Completed
ORD-1485,23-07-2026,2026,Q3,Horizon Global Tech,Enterprise,California,West,Software,Enterprise Analytics Cloud,5,2400,12000,3000,9000,Completed
ORD-1486,23-07-2026,2026,Q3,Kinetic Energy Corp,Enterprise,Florida,South,Hardware,"34"" Curved 4K Monitor",6,750,4500,2880,1620,Completed
ORD-1487,24-07-2026,2026,Q3,Vanguard Legal,Enterprise,New York,East,Software,Team Productivity Suite,4,450,1800,360,1440,Completed
ORD-1488,25-07-2026,2026,Q3,Vertex Architecture,SMB,California,West,Accessories,Wireless Noise-Cancelling Headset,3,180,540,240,300,Processing
ORD-1489,25-07-2026,2026,Q3,Pulse Marketing,Mid-Market,North Carolina,East,Office Gear,Premium Mesh Ergo Chair,4,420,1680,920,760,Processing
ORD-1490,27-07-2026,2026,Q3,Pulse Marketing,Mid-Market,California,West,Office Gear,Heavy-Duty Dual Monitor Arm,8,145,1160,600,560,Processing
ORD-1491,27-07-2026,2026,Q3,Studio Core Media,Mid-Market,Texas,South,Accessories,Wireless Noise-Cancelling Headset,5,180,900,400,500,Processing
ORD-1492,29-07-2026,2026,Q3,Alpha BioLabs,SMB,Washington,West,Hardware,Thunderbolt 4 Quad Dock,5,280,1400,800,600,Pending
ORD-1493,02-08-2026,2026,Q3,Horizon Global Tech,Enterprise,Florida,South,Hardware,Thunderbolt 4 Quad Dock,3,280,840,480,360,Pending
ORD-1494,02-08-2026,2026,Q3,Quantum Digital,SMB,California,West,Office Gear,ErgoMax Standing Desk,4,650,2600,1440,1160,Pending
ORD-1495,07-08-2026,2026,Q3,Pulse Marketing,Mid-Market,New York,East,Office Gear,Premium Mesh Ergo Chair,4,420,1680,920,760,Pending
ORD-1496,08-08-2026,2026,Q3,Pulse Marketing,Mid-Market,Washington,West,Hardware,"34"" Curved 4K Monitor",6,750,4500,2880,1620,Pending
ORD-1497,10-08-2026,2026,Q3,Quantum Digital,SMB,Florida,South,Software,Cloud Security Pro,2,120,240,50,190,Pending
ORD-1498,14-08-2026,2026,Q3,Horizon Global Tech,Enterprise,Texas,South,Hardware,Thunderbolt 4 Quad Dock,4,280,1120,640,480,Pending
ORD-1499,15-08-2026,2026,Q3,Horizon Global Tech,Enterprise,California,West,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Pending
ORD-1500,17-08-2026,2026,Q3,Vanguard Legal,Enterprise,Massachusetts,East,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Pending
